number,rank,code,title,open_date,sales,sales_acc,audience,audience_acc,screen,show,date
1,1,20150976,신과함께-죄와 벌,2017-12-20,7715346100,76065842532,916689,9456184,1644,7957,2018-01-01
2,2,20170590,1987,2017-12-27,4460740100,19714744137,531520,2473597,1097,4982,2018-01-01
3,3,20170402,강철비,2017-12-14,944300600,32939198166,114310,4128603,602,1451,2018-01-01
4,4,20179462,위대한 쇼맨,2017-12-20,509959700,7166998900,60072,874659,432,843,2018-01-01
5,5,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,262886500,3380416200,34103,449358,417,605,2018-01-01
6,6,20176082,몬스터 패밀리,2017-12-21,205793300,2737066e3,26521,368151,342,463,2018-01-01
7,7,20176947,원더,2017-12-27,158549600,790939300,19322,101002,183,378,2018-01-01
8,8,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,109207600,5958096200,13750,787493,195,270,2018-01-01
9,9,20177479,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017-12-28,47882900,327731800,5940,42390,166,246,2018-01-01
10,10,20170443,스타워즈: 라스트 제다이,2017-12-14,35090500,8570976561,3298,949845,35,42,2018-01-01
1,1,20150976,신과함께-죄와 벌,2017-12-20,2205552800,78271395332,294360,9750544,1446,7019,2018-01-02
2,2,20170590,1987,2017-12-27,1643446600,21358190737,217249,2690846,1063,5044,2018-01-02
3,3,20170402,강철비,2017-12-14,358155600,33297353766,48123,4176726,580,1541,2018-01-02
4,4,20179462,위대한 쇼맨,2017-12-20,269267500,7436266400,35182,909841,444,949,2018-01-02
5,5,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,123797500,3504213700,17929,467287,371,510,2018-01-02
6,6,20176082,몬스터 패밀리,2017-12-21,8687e4,2823936e3,12678,380829,298,386,2018-01-02
7,7,20176947,원더,2017-12-27,85593600,876532900,11397,112399,173,512,2018-01-02
8,8,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,50359500,6008455700,7200,794693,156,217,2018-01-02
9,9,20177479,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017-12-28,23536500,351268300,3305,45695,148,225,2018-01-02
10,10,20170443,스타워즈: 라스트 제다이,2017-12-14,38465e3,8609441561,2914,952759,37,63,2018-01-02
1,1,20150976,신과함께-죄와 벌,2017-12-20,1622679700,79894075032,215997,9966541,1241,5724,2018-01-03
2,2,20170590,1987,2017-12-27,1329406e3,22687596737,174991,2865837,964,4231,2018-01-03
3,3,20171909,쥬만지: 새로운 세계,2018-01-03,946061400,967156400,124782,127356,724,3110,2018-01-03
4,4,20177104,페르디난드,2018-01-03,377633e3,389883e3,55644,57302,496,956,2018-01-03
5,5,20170402,강철비,2017-12-14,216057300,33513411066,28596,4205322,518,1225,2018-01-03
6,6,20179462,위대한 쇼맨,2017-12-20,197451900,7633718300,25851,935692,366,833,2018-01-03
7,7,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,48771800,3552985500,7052,474339,153,178,2018-01-03
8,8,20176947,원더,2017-12-27,33562e3,910094900,4560,116959,128,258,2018-01-03
9,9,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,2752e4,6035975700,4024,798717,87,111,2018-01-03
10,10,20176082,몬스터 패밀리,2017-12-21,23183700,2847119700,3466,384295,98,105,2018-01-03
1,1,20150976,신과함께-죄와 벌,2017-12-20,1629949600,81524024632,217041,10183582,1227,5526,2018-01-04
2,2,20170590,1987,2017-12-27,1240967300,23928564037,163434,3029271,986,4260,2018-01-04
3,3,20171909,쥬만지: 새로운 세계,2018-01-03,817357100,1784513500,107671,235027,746,3108,2018-01-04
4,4,20177104,페르디난드,2018-01-03,348750800,738633800,51463,108765,578,1095,2018-01-04
5,5,20170402,강철비,2017-12-14,193722700,33707133766,25612,4230934,502,1126,2018-01-04
6,6,20179462,위대한 쇼맨,2017-12-20,186925500,7820643800,24109,959801,348,792,2018-01-04
7,7,20161872,너의 이름은.,2017-01-04,96383800,29663588456,13070,3687464,115,206,2018-01-04
8,8,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,38617200,3591602700,5566,479905,137,154,2018-01-04
9,9,20176947,원더,2017-12-27,38756100,948851e3,5228,122187,143,282,2018-01-04
10,10,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,23784900,6059760600,3558,802275,87,110,2018-01-04
1,1,20150976,신과함께-죄와 벌,2017-12-20,2251518243,83775542875,268190,10451772,1211,5497,2018-01-05
2,2,20170590,1987,2017-12-27,1708118697,25636682734,202194,3231465,1012,4456,2018-01-05
3,3,20171909,쥬만지: 새로운 세계,2018-01-03,1142337080,2926850580,135352,370379,750,3200,2018-01-05
4,4,20177104,페르디난드,2018-01-03,363742300,1102376100,48430,157195,631,1244,2018-01-05
5,5,20179462,위대한 쇼맨,2017-12-20,242077900,8062721700,28042,987843,346,799,2018-01-05
6,6,20170402,강철비,2017-12-14,228568100,33935701866,27292,4258226,495,1081,2018-01-05
7,7,20176947,원더,2017-12-27,49733777,998584777,5943,128130,157,297,2018-01-05
8,8,20161872,너의 이름은.,2017-01-04,45987700,29709576156,5519,3692983,121,211,2018-01-05
9,9,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,33076900,3624679600,4230,484135,140,156,2018-01-05
10,10,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,23795500,6083556100,3202,805477,93,115,2018-01-05
1,1,20150976,신과함께-죄와 벌,2017-12-20,4605381262,88380924137,548356,11000128,1260,5536,2018-01-06
2,2,20170590,1987,2017-12-27,3672277298,29308960032,436764,3668229,1094,4812,2018-01-06
3,3,20171909,쥬만지: 새로운 세계,2018-01-03,2271381970,5198232550,268769,639148,780,3195,2018-01-06
4,4,20177104,페르디난드,2018-01-03,765138800,1867514900,100208,257403,698,1595,2018-01-06
5,5,20170402,강철비,2017-12-14,410684600,34346386466,49258,4307484,457,943,2018-01-06
6,6,20179462,위대한 쇼맨,2017-12-20,378607600,8441329300,43965,1031808,353,751,2018-01-06
7,7,20176947,원더,2017-12-27,83831368,1082416145,10001,138131,144,261,2018-01-06
8,8,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,54769e3,3679448600,7139,491274,159,198,2018-01-06
9,9,20161872,너의 이름은.,2017-01-04,51849300,29761425456,6225,3699208,120,197,2018-01-06
10,10,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,29661900,6113218e3,3725,809202,93,107,2018-01-06
1,1,20150976,신과함께-죄와 벌,2017-12-20,4191360200,92572284337,502259,11502387,1258,5464,2018-01-07
2,2,20170590,1987,2017-12-27,3539272900,32848232932,421162,4089391,1067,4738,2018-01-07
3,3,20171909,쥬만지: 새로운 세계,2018-01-03,2144238100,7342470650,255408,894556,791,3162,2018-01-07
4,4,20177104,페르디난드,2018-01-03,758165400,2625680300,98378,355781,689,1549,2018-01-07
5,5,20170402,강철비,2017-12-14,359118e3,34705504466,43259,4350743,449,914,2018-01-07
6,6,20179462,위대한 쇼맨,2017-12-20,345798300,8787127600,40085,1071893,352,746,2018-01-07
7,7,20176947,원더,2017-12-27,80570100,1162986245,9554,147685,142,259,2018-01-07
8,8,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,56346900,3735795500,7256,498530,151,190,2018-01-07
9,9,20161872,너의 이름은.,2017-01-04,50288700,29811714156,6018,3705226,116,189,2018-01-07
10,10,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,27623300,6140841300,3472,812674,89,101,2018-01-07
1,1,20170590,1987,2017-12-27,1368451800,34216684732,179977,4269368,1012,4545,2018-01-08
2,2,20150976,신과함께-죄와 벌,2017-12-20,1307221900,93879506237,174362,11676749,1171,5192,2018-01-08
3,3,20171909,쥬만지: 새로운 세계,2018-01-03,661742400,8004213050,86321,980877,729,3111,2018-01-08
4,4,20177104,페르디난드,2018-01-03,174757200,2800437500,25711,381492,568,1253,2018-01-08
5,5,20179462,위대한 쇼맨,2017-12-20,165805900,8952933500,21194,1093087,368,818,2018-01-08
6,6,20170402,강철비,2017-12-14,132094200,34837598666,17562,4368305,454,1001,2018-01-08
7,7,20176947,원더,2017-12-27,34154e3,1197140245,4544,152229,149,284,2018-01-08
8,8,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,15242500,3751038e3,2176,500706,129,154,2018-01-08
9,9,20179985,코코,2018-01-11,1823e4,83306e3,2110,8307,9,9,2018-01-08
10,10,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,7463e3,6148304300,1115,813789,74,83,2018-01-08
1,1,20170590,1987,2017-12-27,1333201300,35549886032,175795,4445163,1052,4598,2018-01-09
2,2,20150976,신과함께-죄와 벌,2017-12-20,1165847200,95045353437,156347,11833096,1182,5155,2018-01-09
3,3,20171909,쥬만지: 새로운 세계,2018-01-03,614759100,8618972150,80591,1061468,736,3085,2018-01-09
4,4,20177104,페르디난드,2018-01-03,180347700,2980785200,26788,408280,566,1225,2018-01-09
5,5,20179462,위대한 쇼맨,2017-12-20,165811700,9118745200,21217,1114304,371,806,2018-01-09
6,6,20170402,강철비,2017-12-14,122211800,34959810466,16294,4384599,450,972,2018-01-09
7,7,20176947,원더,2017-12-27,34367e3,1231507245,4588,156817,149,275,2018-01-09
8,8,20161872,너의 이름은.,2017-01-04,17711900,29837625556,2591,3708917,78,104,2018-01-09
9,9,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,15103500,3766141500,2191,502897,132,157,2018-01-09
10,10,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,8105500,6156409800,1261,815050,81,88,2018-01-09
1,1,20170590,1987,2017-12-27,1264934200,36814820232,166737,4611900,1080,4666,2018-01-10
2,2,20150976,신과함께-죄와 벌,2017-12-20,1061504e3,96106857437,141830,11974926,1170,5039,2018-01-10
3,3,20171909,쥬만지: 새로운 세계,2018-01-03,569717e3,9188689150,73997,1135465,715,3032,2018-01-10
4,4,20177104,페르디난드,2018-01-03,156668300,3137453500,23334,431614,534,1161,2018-01-10
5,5,20179462,위대한 쇼맨,2017-12-20,176585700,9295330900,22621,1136925,377,832,2018-01-10
6,6,20170402,강철비,2017-12-14,114744300,35074554766,15391,4399990,451,938,2018-01-10
7,7,20176104,그것만이 내 세상,2018-01-17,51407e3,71575e3,6307,8566,34,35,2018-01-10
8,8,20176947,원더,2017-12-27,34303300,1265810545,4525,161342,149,280,2018-01-10
9,9,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,13746200,3779887700,1986,504883,125,145,2018-01-10
10,10,20179985,코코,2018-01-11,22528700,111234700,1973,10730,17,17,2018-01-10
1,1,20170590,1987,2017-12-27,1097894600,37912714832,143893,4755793,957,3840,2018-01-11
2,2,20150976,신과함께-죄와 벌,2017-12-20,926874200,97033731637,123573,12098499,891,3514,2018-01-11
3,3,20179985,코코,2018-01-11,801853900,913088600,106921,117651,937,3329,2018-01-11
4,4,20171909,쥬만지: 새로운 세계,2018-01-03,423587900,9612277050,55686,1191151,586,1963,2018-01-11
5,5,20173547,다운사이징,2018-01-11,247341600,253960100,32562,33321,511,1657,2018-01-11
6,6,20179462,위대한 쇼맨,2017-12-20,91539e3,9386869900,11648,1148573,203,362,2018-01-11
7,7,20177104,페르디난드,2018-01-03,69261600,3206715100,10633,442247,325,466,2018-01-11
8,8,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,60159600,63129400,8183,8556,390,910,2018-01-11
9,9,20170402,강철비,2017-12-14,40684e3,35115238766,5400,4405390,186,292,2018-01-11
10,10,20179286,하이큐!! 콘셉트의 싸움,2018-01-11,27030500,27030500,3869,3869,97,174,2018-01-11
1,1,20170590,1987,2017-12-27,1589846454,39502561286,186221,4942014,995,4045,2018-01-12
2,2,20150976,신과함께-죄와 벌,2017-12-20,1231178700,98264910337,146496,12244995,920,3623,2018-01-12
3,3,20179985,코코,2018-01-11,955617405,1868706005,114582,232233,978,3456,2018-01-12
4,4,20171909,쥬만지: 새로운 세계,2018-01-03,555698541,10167975591,65832,1256983,622,1991,2018-01-12
5,5,20173547,다운사이징,2018-01-11,215765695,469725795,25172,58493,506,1542,2018-01-12
6,6,20179462,위대한 쇼맨,2017-12-20,131578400,9518448300,15055,1163628,224,408,2018-01-12
7,7,20177104,페르디난드,2018-01-03,74082100,3280797200,10533,452780,332,462,2018-01-12
8,8,20170402,강철비,2017-12-14,58631900,35173870666,7118,4412508,198,299,2018-01-12
9,9,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,37096700,100226100,4517,13073,363,752,2018-01-12
10,10,20176947,원더,2017-12-27,29332100,1321466645,3457,168275,94,177,2018-01-12
1,1,20170590,1987,2017-12-27,3681165059,43183726345,434063,5376077,1103,4584,2018-01-13
2,2,20150976,신과함께-죄와 벌,2017-12-20,2606141100,100871051437,310307,12555302,984,3720,2018-01-13
3,3,20179985,코코,2018-01-11,2552045991,4420751996,306184,538417,1163,4065,2018-01-13
4,4,20171909,쥬만지: 새로운 세계,2018-01-03,1113103350,11281078941,133384,1390367,662,2044,2018-01-13
5,5,20173547,다운사이징,2018-01-11,324070909,793796704,37645,96138,480,1244,2018-01-13
6,6,20179462,위대한 쇼맨,2017-12-20,215064700,9733513e3,24602,1188230,222,411,2018-01-13
7,7,20177104,페르디난드,2018-01-03,161611700,3442408900,21373,474153,343,487,2018-01-13
8,8,20170402,강철비,2017-12-14,107703300,35281573966,12962,4425470,174,267,2018-01-13
9,9,20176947,원더,2017-12-27,52706200,1374172845,6175,174450,93,168,2018-01-13
10,10,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,37938100,138164200,4734,17807,352,517,2018-01-13
1,1,20170590,1987,2017-12-27,3462113600,46645839945,410882,5786959,1122,4516,2018-01-14
2,2,20179985,코코,2018-01-11,2585996700,7006748696,311566,849983,1177,4030,2018-01-14
3,3,20150976,신과함께-죄와 벌,2017-12-20,2416524300,103287575737,288913,12844215,985,3641,2018-01-14
4,4,20171909,쥬만지: 새로운 세계,2018-01-03,1071986200,12353065141,128642,1519009,677,2032,2018-01-14
5,5,20173547,다운사이징,2018-01-11,253603500,1047400204,29295,125433,456,1110,2018-01-14
6,6,20179462,위대한 쇼맨,2017-12-20,201040900,9934553900,23253,1211483,232,420,2018-01-14
7,7,20177104,페르디난드,2018-01-03,166718e3,3609126900,21862,496015,341,481,2018-01-14
8,8,20170402,강철비,2017-12-14,89073700,35370647666,10776,4436246,170,259,2018-01-14
9,9,20176947,원더,2017-12-27,46197200,1420370045,5378,179828,88,164,2018-01-14
10,10,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,33934200,172098400,4244,22051,321,449,2018-01-14
1,1,20170590,1987,2017-12-27,978581700,47624421645,128997,5915956,1015,4222,2018-01-15
2,2,20179985,코코,2018-01-11,796652800,7803401496,105194,955177,1e3,3563,2018-01-15
3,3,20150976,신과함께-죄와 벌,2017-12-20,747381200,104034956937,1e5,12944215,910,3501,2018-01-15
4,4,20171909,쥬만지: 새로운 세계,2018-01-03,327245750,12680310891,42915,1561924,618,1995,2018-01-15
5,5,20179462,위대한 쇼맨,2017-12-20,106900300,10041454200,13580,1225063,237,454,2018-01-15
6,6,20173547,다운사이징,2018-01-11,81037900,1128438104,10623,136056,451,1132,2018-01-15
7,7,20177104,페르디난드,2018-01-03,34215800,3643342700,5214,501229,299,412,2018-01-15
8,8,20170402,강철비,2017-12-14,36320100,35406967766,4808,4441054,181,290,2018-01-15
9,9,20176947,원더,2017-12-27,20793800,1441163845,2777,182605,95,190,2018-01-15
10,10,20176104,그것만이 내 세상,2018-01-17,21013e3,122214e3,2357,14364,12,12,2018-01-15
1,1,20170590,1987,2017-12-27,877919500,48502341145,116339,6032295,1042,4239,2018-01-16
2,2,20179985,코코,2018-01-11,850404700,8653806196,114778,1069955,1009,3557,2018-01-16
3,3,20150976,신과함께-죄와 벌,2017-12-20,700064700,104735021637,95401,13039616,948,3493,2018-01-16
4,4,20171909,쥬만지: 새로운 세계,2018-01-03,304740700,12985051591,40362,1602286,632,1975,2018-01-16
5,5,20179462,위대한 쇼맨,2017-12-20,114508300,10155962500,14645,1239708,234,459,2018-01-16
6,6,20173547,다운사이징,2018-01-11,65347500,1193785604,8635,144691,442,1052,2018-01-16
7,7,20176104,그것만이 내 세상,2018-01-17,78678700,200892700,8343,22707,55,55,2018-01-16
8,8,20177104,페르디난드,2018-01-03,48112200,3691454900,7477,508706,318,434,2018-01-16
9,9,20170402,강철비,2017-12-14,32225100,35439192866,4348,4445402,180,289,2018-01-16
10,10,20176947,원더,2017-12-27,21651400,1462815245,2862,185467,89,182,2018-01-16
1,1,20175054,메이즈 러너: 데스 큐어,2018-01-17,1752996100,1811104400,225512,230473,919,3807,2018-01-17
2,2,20176104,그것만이 내 세상,2018-01-17,964523300,1165416e3,126797,149504,825,3491,2018-01-17
3,3,20170590,1987,2017-12-27,688826800,49191167945,90628,6122923,755,2901,2018-01-17
4,4,20179985,코코,2018-01-11,592830600,9246636796,82114,1152069,742,2078,2018-01-17
5,5,20150976,신과함께-죄와 벌,2017-12-20,530129300,105265150937,71181,13110797,619,2143,2018-01-17
6,6,20171909,쥬만지: 새로운 세계,2018-01-03,106959100,13092010691,14390,1616676,388,755,2018-01-17
7,7,20179462,위대한 쇼맨,2017-12-20,50769300,10206731800,6509,1246217,108,171,2018-01-17
8,8,20176947,원더,2017-12-27,25969200,1488784445,3509,188976,67,144,2018-01-17
9,9,20177104,페르디난드,2018-01-03,21073500,3712528400,3476,512182,95,115,2018-01-17
10,10,20178228,다키스트 아워,2018-01-17,12944e3,20694e3,1796,2902,217,349,2018-01-17
1,1,20175054,메이즈 러너: 데스 큐어,2018-01-17,1299525600,311063e4,166420,396893,979,3973,2018-01-18
2,2,20176104,그것만이 내 세상,2018-01-17,856045100,2021461100,112992,262496,833,3455,2018-01-18
3,3,20179985,코코,2018-01-11,612011200,9858647996,85272,1237341,753,2051,2018-01-18
4,4,20170590,1987,2017-12-27,607847400,49799015345,80291,6203214,745,2833,2018-01-18
5,5,20150976,신과함께-죄와 벌,2017-12-20,507995300,105773146237,68978,13179775,645,2126,2018-01-18
6,6,20171909,쥬만지: 새로운 세계,2018-01-03,95688400,13187699091,13139,1629815,398,721,2018-01-18
7,7,20189525,젝스키스 에이틴,2018-01-18,49236400,69957200,6765,9057,25,70,2018-01-18
8,8,20179462,위대한 쇼맨,2017-12-20,45546600,10252278400,5824,1252041,108,156,2018-01-18
9,9,20178808,주문은 토끼입니까?? ~디어 마이 시스터~,2018-01-18,40877500,48851500,5773,6659,79,139,2018-01-18
10,10,20173662,리틀 뱀파이어,2018-01-18,17487300,25102300,2646,3615,192,223,2018-01-18
1,1,20175054,메이즈 러너: 데스 큐어,2018-01-17,1563368480,4673998480,181347,578240,1020,4251,2018-01-19
2,2,20176104,그것만이 내 세상,2018-01-17,1089467942,3110929042,129275,391771,825,3471,2018-01-19
3,3,20179985,코코,2018-01-11,783484420,10642132416,98539,1335880,766,2185,2018-01-19
4,4,20170590,1987,2017-12-27,778167200,50577182545,91395,6294609,745,2842,2018-01-19
5,5,20150976,신과함께-죄와 벌,2017-12-20,634859200,106408005437,76062,13255837,645,2129,2018-01-19
6,6,20171909,쥬만지: 새로운 세계,2018-01-03,103889538,13291588629,12593,1642408,372,675,2018-01-19
7,7,20179462,위대한 쇼맨,2017-12-20,61479700,10313758100,7073,1259114,113,182,2018-01-19
8,8,20189525,젝스키스 에이틴,2018-01-18,31269700,101226900,4228,13285,25,71,2018-01-19
9,9,20176947,원더,2017-12-27,23207100,1527222345,3202,194300,56,112,2018-01-19
10,10,20173662,리틀 뱀파이어,2018-01-18,18491700,43594e3,2529,6144,193,223,2018-01-19
1,1,20175054,메이즈 러너: 데스 큐어,2018-01-17,3159335883,7833334363,366726,944966,1090,4633,2018-01-20
2,2,20176104,그것만이 내 세상,2018-01-17,2185659448,5296588490,259766,651537,856,3490,2018-01-20
3,3,20179985,코코,2018-01-11,1890180317,12532312733,235545,1571425,927,2713,2018-01-20
4,4,20170590,1987,2017-12-27,1684097e3,52261279545,198201,6492810,714,2744,2018-01-20
5,5,20150976,신과함께-죄와 벌,2017-12-20,1249732800,107657738237,149487,13405324,650,2127,2018-01-20
6,6,20171909,쥬만지: 새로운 세계,2018-01-03,185555435,13477144064,22832,1665240,340,540,2018-01-20
7,7,20179462,위대한 쇼맨,2017-12-20,95174200,10408932300,10982,1270096,121,198,2018-01-20
8,8,20176947,원더,2017-12-27,39304800,1566527145,5346,199646,58,112,2018-01-20
9,9,20173662,리틀 뱀파이어,2018-01-18,37994300,81588300,5080,11224,211,249,2018-01-20
10,10,20189525,젝스키스 에이틴,2018-01-18,34787700,136014600,4365,17650,24,64,2018-01-20
1,1,20175054,메이즈 러너: 데스 큐어,2018-01-17,2748605500,10581939863,321e3,1265966,1061,4430,2018-01-21
2,2,20176104,그것만이 내 세상,2018-01-17,2183109200,7479697690,258839,910376,861,3423,2018-01-21
3,3,20179985,코코,2018-01-11,1865848100,14398160833,231613,1803038,971,2818,2018-01-21
4,4,20170590,1987,2017-12-27,1478376200,53739655745,175486,6668296,708,2642,2018-01-21
5,5,20150976,신과함께-죄와 벌,2017-12-20,1143060400,108800798637,136973,13542297,634,2051,2018-01-21
6,6,20171909,쥬만지: 새로운 세계,2018-01-03,159587800,13636731864,19430,1684670,325,502,2018-01-21
7,7,20179462,위대한 쇼맨,2017-12-20,90213100,10499145400,10385,1280481,121,201,2018-01-21
8,8,20173662,리틀 뱀파이어,2018-01-18,40294500,121882800,5252,16476,213,251,2018-01-21
9,9,20176947,원더,2017-12-27,37560900,1604088045,5128,204774,54,108,2018-01-21
10,10,20189525,젝스키스 에이틴,2018-01-18,26122e3,162136600,3400,21050,24,62,2018-01-21
1,1,20175054,메이즈 러너: 데스 큐어,2018-01-17,802390400,11384330263,102561,1368527,971,4049,2018-01-22
2,2,20176104,그것만이 내 세상,2018-01-17,770551400,8250249090,100645,1011021,843,3455,2018-01-22
3,3,20179985,코코,2018-01-11,500954400,14899115233,68326,1871364,788,2395,2018-01-22
4,4,20170590,1987,2017-12-27,395319700,54134975445,52331,6720627,689,2599,2018-01-22
5,5,20150976,신과함께-죄와 벌,2017-12-20,373186800,109173985437,50149,13592446,623,2034,2018-01-22
6,6,20171909,쥬만지: 새로운 세계,2018-01-03,54509900,13691241764,7317,1691987,321,552,2018-01-22
7,7,20179462,위대한 쇼맨,2017-12-20,45560300,10544705700,5826,1286307,135,216,2018-01-22
8,8,20176947,원더,2017-12-27,16193100,1620281145,2489,207263,58,120,2018-01-22
9,9,20189525,젝스키스 에이틴,2018-01-18,14251200,176387800,2003,23053,23,55,2018-01-22
10,10,20173662,리틀 뱀파이어,2018-01-18,10902500,132785300,1657,18133,183,206,2018-01-22
1,1,20176104,그것만이 내 세상,2018-01-17,787874300,9038123390,103234,1114255,862,3485,2018-01-23
2,2,20175054,메이즈 러너: 데스 큐어,2018-01-17,721019e3,12105349263,92064,1460591,969,3981,2018-01-23
3,3,20179985,코코,2018-01-11,527130900,15426246133,72957,1944321,818,2385,2018-01-23
4,4,20150976,신과함께-죄와 벌,2017-12-20,367788800,109541774237,49604,13642050,639,2033,2018-01-23
5,5,20170590,1987,2017-12-27,371015e3,54505990445,49512,6770139,688,2540,2018-01-23
6,6,20171909,쥬만지: 새로운 세계,2018-01-03,56780500,13748022264,7734,1699721,318,536,2018-01-23
7,7,20179462,위대한 쇼맨,2017-12-20,45317900,10590023600,5879,1292186,144,225,2018-01-23
8,8,20178230,커뮤터,2018-01-24,22727100,33730100,3035,4670,25,25,2018-01-23
9,9,20176947,원더,2017-12-27,19414100,1639695245,3e3,210263,62,118,2018-01-23
10,10,20173662,리틀 뱀파이어,2018-01-18,15684800,148470100,2422,20555,194,213,2018-01-23
1,1,20176104,그것만이 내 세상,2018-01-17,711562900,9749686290,92672,1206927,754,3020,2018-01-24
2,2,20175054,메이즈 러너: 데스 큐어,2018-01-17,545297200,12650646463,70060,1530651,765,2902,2018-01-24
3,3,20179985,코코,2018-01-11,455252200,15881498333,62595,2006916,723,2144,2018-01-24
4,4,20150976,신과함께-죄와 벌,2017-12-20,289826900,109831601137,39238,13681288,550,1525,2018-01-24
5,5,20170590,1987,2017-12-27,272188300,54778178745,35857,6805996,547,1816,2018-01-24
6,6,20178230,커뮤터,2018-01-24,265166800,298896900,35006,39676,553,2593,2018-01-24
7,7,20168161,1급기밀,2018-01-24,181680800,254414300,24259,33298,440,1531,2018-01-24
8,8,20177473,비밥바룰라,2018-01-24,64972100,81858100,8922,10898,347,647,2018-01-24
9,9,20179462,위대한 쇼맨,2017-12-20,32218600,10622242200,4131,1296317,106,165,2018-01-24
10,10,20176947,원더,2017-12-27,16029900,1655725145,2394,212657,57,113,2018-01-24
1,1,20176104,그것만이 내 세상,2018-01-17,756445e3,10506131290,98165,1305092,791,3115,2018-01-25
2,2,20179985,코코,2018-01-11,478703400,16360201733,65984,2072900,751,2139,2018-01-25
3,3,20175054,메이즈 러너: 데스 큐어,2018-01-17,483345600,13133992063,61865,1592516,728,2761,2018-01-25
4,4,20150976,신과함께-죄와 벌,2017-12-20,274306900,110105908037,36902,13718190,553,1473,2018-01-25
5,5,20170590,1987,2017-12-27,249946400,55028125145,33264,6839260,562,1706,2018-01-25
6,6,20178230,커뮤터,2018-01-24,248825700,547722600,32942,72618,543,2389,2018-01-25
7,7,20168161,1급기밀,2018-01-24,164758500,419172800,21911,55209,461,1465,2018-01-25
8,8,20177473,비밥바룰라,2018-01-24,38644300,120502400,6087,16985,347,648,2018-01-25
9,9,20178444,극장판 레이디버그: 미라클스톤의 비밀,2018-01-25,25749500,38636500,3801,5301,273,319,2018-01-25
10,10,20179462,위대한 쇼맨,2017-12-20,29050600,10651292800,3722,1300039,104,141,2018-01-25
1,1,20176104,그것만이 내 세상,2018-01-17,992149124,11498280414,117046,1422138,839,3349,2018-01-26
2,2,20179985,코코,2018-01-11,611183147,16971384880,76138,2149038,812,2315,2018-01-26
3,3,20175054,메이즈 러너: 데스 큐어,2018-01-17,612339524,13746331587,71143,1663659,729,2815,2018-01-26
4,4,20150976,신과함께-죄와 벌,2017-12-20,354185700,110460093737,42076,13760266,590,1577,2018-01-26
5,5,20170590,1987,2017-12-27,313169100,55341294245,36987,6876247,578,1733,2018-01-26
6,6,20178230,커뮤터,2018-01-24,283711829,831434429,33446,106064,548,2157,2018-01-26
7,7,20168161,1급기밀,2018-01-24,192769600,611942400,22959,78168,474,1417,2018-01-26
8,8,20177473,비밥바룰라,2018-01-24,35665100,156167500,5399,22384,325,560,2018-01-26
9,9,20179462,위대한 쇼맨,2017-12-20,40341100,10691633900,4590,1304629,111,163,2018-01-26
10,10,20178444,극장판 레이디버그: 미라클스톤의 비밀,2018-01-25,19419200,58055700,2578,7879,270,307,2018-01-26
1,1,20176104,그것만이 내 세상,2018-01-17,2368328238,13866608652,279710,1701848,951,3844,2018-01-27
2,2,20179985,코코,2018-01-11,1692409536,18663794416,207865,2356903,1025,3032,2018-01-27
3,3,20175054,메이즈 러너: 데스 큐어,2018-01-17,1319709738,15066041325,153963,1817622,771,2880,2018-01-27
4,4,20150976,신과함께-죄와 벌,2017-12-20,797295300,111257389037,94386,13854652,698,1820,2018-01-27
5,5,20170590,1987,2017-12-27,656925300,55998219545,77436,6953683,604,1666,2018-01-27
6,6,20178230,커뮤터,2018-01-24,526717526,1358151955,62288,168352,575,1763,2018-01-27
7,7,20168161,1급기밀,2018-01-24,379919500,991861900,45379,123547,511,1267,2018-01-27
8,8,20178444,극장판 레이디버그: 미라클스톤의 비밀,2018-01-25,66615400,124671100,8720,16599,296,383,2018-01-27
